Nazwisko_aktualne,Liczba
POPIOŁEK,2176
SAVCHUK,2176
SZLACHTA,2176
TROJAN,2168
IWANIUK,2167
WOJNOWSKA,2166
MATUSZCZAK,2165
MILER,2162
PYKA,2158
ZAŁĘSKA,2155
KARBOWSKA,2152
KUNICKA,2152
BADURA,2149
MALCZEWSKA,2149
BABIARZ,2146
TRZASKA,2146
WIDERA,2144
BOROWICZ,2140
BOGDANOWICZ,2139
GĄDEK,2139
MIKOŁAJEWSKA,2138
BLOCH,2135
SĘKOWSKA,2132
CHRUŚCIEL,2129
CIEŚLIŃSKA,2129
KARASIŃSKA,2129
KRZAK,2129
ŁUCZYŃSKA,2128
PODOLSKA,2128
TRAWIŃSKA,2128
PLUCIŃSKA,2127
SAMBORSKA,2126
POPOVA,2124
BAŁDYGA,2123
KOTARSKA,2122
SAGAN,2122
SZMIDT,2120
CHUDY,2119
STRZELEC,2115
DUL,2112
KUSZ,2112
BODNAR,2108
BOROWIECKA,2107
STARZYŃSKA,2106
BĄCZEK,2104
CZAPLICKA,2104
SOSIŃSKA,2102
FRYDRYCH,2099
GOLONKA,2099
PRZYGODA,2098
RUSINEK,2097
MAJER,2096
WIATR,2096
BOGACKA,2095
GRZEGORZEWSKA,2095
BORECKA,2092
KLOC,2092
SYNOWIEC,2091
MARCHENKO,2090
WOJTKOWSKA,2090
GANCARZ,2088
BORUCKA,2087
CZAPSKA,2086
DAWID,2086
PUZIO,2083
ROZMUS,2083
WOJNAROWSKA,2081
KRAWCZYŃSKA,2079
JARECKA,2078
BIEGAŃSKA,2077
KOCH,2077
KURKOWSKA,2075
POZNAŃSKA,2075
SZCZOTKA,2075
SZNAJDER,2074
CYRAN,2073
TOBIASZ,2072
SIUDA,2071
JELEŃ,2070
MATYJA,2070
STADNIK,2070
JEŻ,2069
GROMEK,2068
NIEDŹWIEDŹ,2068
KULIGOWSKA,2067
MELNYCHUK,2063
MATEJA,2062
DYLEWSKA,2061
WOLAŃSKA,2061
KORCZYŃSKA,2060
MROZIŃSKA,2060
ZDROJEWSKA,2060
DEPTUŁA,2058
LACHOWSKA,2058
OGRODNIK,2058
GAJOS,2057
HOFMAN,2056
BARCZYK,2055
STACH,2055
MĄKA,2054
KOTOWICZ,2053
WĄSOWICZ,2053
MIELNIK,2050
MIROWSKA,2050
KISIELEWSKA,2047
MADEJSKA,2047
RUDENKO,2047
KUPCZYK,2040
ZDANOWICZ,2039
PACIOREK,2036
OGONOWSKA,2035
OLEKSIAK,2035
FABISIAK,2034
KLIŚ,2034
KARWACKA,2032
KOSIOREK,2028
BARTOSIAK,2027
SUCHODOLSKA,2026
ŁUKOMSKA,2024
ŁYSIAK,2024
BOCHEŃSKA,2021
DAWIDOWICZ,2020
KRASOŃ,2014
WIERZBOWSKA,2013
GLINKA,2012
KUŁAKOWSKA,2011
KUDŁA,2008
SARNA,2007
CICHY,2006
JELONEK,2003
KOCUR,2003
ZAJDEL,2000
KOSIOR,1998
RUSZKOWSKA,1998
WYSOKIŃSKA,1998
KĘPIŃSKA,1995
MAŁOLEPSZA,1995
ZIAJA,1989
JAROCKA,1988
ŁĄCKA,1987
SAJDAK,1987
TARKOWSKA,1987
KOSSAKOWSKA,1985
KWAŚNIAK,1983
MISIEWICZ,1983
KOZUB,1981
PANKOWSKA,1981
PIRÓG,1980
JEŻEWSKA,1979
OLESIŃSKA,1979
SIWAK,1978
NOCOŃ,1976
RYBCZYŃSKA,1976
MROZIK,1975
PIENIĄŻEK,1973
BRYK,1972
MYSZKA,1972
BOGUSZEWSKA,1970
WOŹNICKA,1964
JANKIEWICZ,1963
POPEK,1962
KASPROWICZ,1959
KUBALA,1959
POKORSKA,1959
HAŁAS,1958
POŚPIECH,1958
PISKORSKA,1957
KUNA,1956
SOBKOWIAK,1955
CABAN,1953
ZAJKOWSKA,1953
BAJOR,1951
NOWOSIELSKA,1951
STAWSKA,1951
SAWCZUK,1949
LYSENKO,1948
RATAJ,1948
KUTA,1947
JÓZEFOWICZ,1945
LISEK,1945
ŻOCHOWSKA,1945
CYWIŃSKA,1944
KRASIŃSKA,1943
MYSZKOWSKA,1942
PIECHOWIAK,1940
BIELICKA,1939
PACH,1937
BAŃKOWSKA,1935
SAVCHENKO,1935
TOMASZEK,1934
FORMELA,1933
WALKIEWICZ,1933
BOGUSŁAWSKA,1932
BUDNIK,1931
GÓRZYŃSKA,1929
SZUMSKA,1928
JANIKOWSKA,1927
RACHWAŁ,1927
MITURA,1924
ROGUSKA,1924
KAWCZYŃSKA,1922
JANIEC,1921
SKRZYŃSKA,1921
PAWŁOWICZ,1920
ROZWADOWSKA,1920
GŁOWACZ,1919
ZWIERZCHOWSKA,1916
WĄS,1913
WOJEWODA,1913
GŁUCHOWSKA,1911
ŻMIJEWSKA,1911
ANIOŁ,1909
PŁACZEK,1909
ROLA,1908
ŻBIKOWSKA,1906
OLESZCZUK,1905
JACH,1904
KUPCZAK,1904
MARCZYK,1904
SKUPIEŃ,1903
LUBIŃSKA,1902
MROZOWSKA,1901
KUŹNIAR,1900
SPYCHALSKA,1900
GUZEK,1899
KUŹMIŃSKA,1899
BĘBEN,1897
ŁUKAWSKA,1896
KARPOWICZ,1895
MARCZUK,1894
MOMOT,1894
GUZOWSKA,1893
KROK,1893
KICIŃSKA,1892
STANKOWSKA,1891
JODŁOWSKA,1888
PRZYBYŁEK,1888
PTASZYŃSKA,1888
KUPIS,1887
SROCZYŃSKA,1887
ĆWIEK,1886
CHOLEWIŃSKA,1880
TWOREK,1880
ADAMKIEWICZ,1877
CHOIŃSKA,1877
KOBIELA,1877
MATUSZEK,1877
MIELEWCZYK,1877
JASKUŁA,1876
LABUDA,1876
JAKUBIK,1875
BADOWSKA,1874
WINKLER,1874
KOC,1873
NYKIEL,1873
DZIĘGIELEWSKA,1871
KUKLIŃSKA,1871
SUŁEK,1871
ŁUKASIAK,1870
STAWARZ,1870
ŁOBODA,1869
KUŚNIERZ,1867
ZABIELSKA,1866
OLEK,1865
GONDEK,1863
WLAZŁO,1860
ZADROŻNA,1859
KILIAN,1858
SŁOWIKOWSKA,1858
KALISZEWSKA,1856
SKRZYPIEC,1856
KĘDZIA,1854
WOJNAR,1852
SIEMIŃSKA,1851
FORTUNA,1850
WIKTOR,1850
OZIMEK,1849
SOBIERAJSKA,1848
BOCIAN,1847
GIERSZEWSKA,1847
ABRAMOWICZ,1845
SŁOTA,1844
KUBAS,1843
KULCZYCKA,1843
ABRAMCZYK,1841
HEBDA,1840
ŁATA,1840
SZMYT,1840
KNOP,1837
ADAMCZUK,1836
DZIĘCIOŁ,1835
BANASZKIEWICZ,1834
CAŁKA,1834
MÜLLER,1833
DYBOWSKA,1832
DURAJ,1830
KĘDRA,1830
RYNKIEWICZ,1830
GAWĘDA,1827
STARCZEWSKA,1827
KUCZERA,1826
KOPKA,1825
ROGULSKA,1825
RZEŹNIK,1824
SOSNA,1824
MAĆKOWSKA,1823
NOSEK,1823
FILIPOWSKA,1821
SOJA,1821
PRZYBYLAK,1819
KURIATA,1816
PAWLACZYK,1816
PIASKOWSKA,1816
GÓRCZYŃSKA,1814
WALICKA,1814
DOMINIK,1812
FLORCZYK,1812
MĄDRA,1812
POLOK,1811
CISZEK,1810
BARCZAK,1808
PACEK,1808
PETRENKO,1807
PANKIEWICZ,1805
WICHER,1804
KULKA,1803
MOKRZYCKA,1802
SWOBODA,1802
SZEWC,1800
PŁÓCIENNIK,1799
WOJTYSIAK,1799
MACIEJCZYK,1798
POŁEĆ,1796
SHVETS,1795
GRABIEC,1790
PIWOŃSKA,1790
GIERCZAK,1789
FORYŚ,1788
JANUSZKIEWICZ,1788
LASKA,1788
BIEDRZYCKA,1786
DĘBIŃSKA,1786
MUZYKA,1785
LISZEWSKA,1783
CISEK,1782
DEPTA,1782
ROWIŃSKA,1778
CABAJ,1777
GAWŁOWSKA,1776
SZPAKOWSKA,1776
DOPIERAŁA,1775
NIZIOŁEK,1775
GUTKOWSKA,1773
SKRZYPCZYK,1773
SKUZA,1773
POLKOWSKA,1770
KOZIKOWSKA,1769
FRĄCKIEWICZ,1768
PIEKARCZYK,1768
DZIK,1765
SOBIECH,1765
DRZAZGA,1764
PIECUCH,1764
KLIMOWICZ,1763
KRYGIER,1761
ŁUKOWSKA,1761
JANECKA,1758
MOSZCZYŃSKA,1756
PŁUCIENNIK,1756
SAS,1756
ZAWADKA,1755
PLATA,1754
BINKOWSKA,1753
JAROSIŃSKA,1752
KASIŃSKA,1752
KLIMKIEWICZ,1752
KRZEMIEŃ,1752
PŁACHTA,1751
SOBOL,1750
ZIENKIEWICZ,1750
CELIŃSKA,1749
IGNACZAK,1749
MIODUSZEWSKA,1748
ANDRZEJAK,1746
BALIŃSKA,1746
POŹNIAK,1746
CZARNOWSKA,1744
FORNAL,1744
GIBAS,1744
PIECHA,1744
WALASEK,1744
WOLANIN,1743
JASIAK,1742
KWAŚNIK,1742
KLICH,1741
SZCZĘCH,1741
PRZYBYŁO,1740
BARSZCZEWSKA,1739
BARTOSZEWICZ,1739
PAVLENKO,1737
KOŁEK,1736
CHLEBOWSKA,1735
MAŁACHOWSKA,1735
PATYK,1732
PAWLUS,1730
MELLER,1727
BIENIAS,1726
KORALEWSKA,1726
PAWEŁEK,1726
LUPA,1725
STAWIARSKA,1725
KAZIMIERSKA,1723
HAVRYLIUK,1722
KRZYŻANIAK,1722
KRZYSZTOFIK,1721
ŻACZEK,1721
DEMBIŃSKA,1720
KOWNACKA,1720
PNIEWSKA,1720
ZELEK,1720
KOROL,1719
SIWIŃSKA,1719
JANOWICZ,1718
HINC,1717
ŚWIĘCICKA,1717
ŚWITALSKA,1717
FILA,1716
KOŻUCH,1716
WILKOWSKA,1716
GONTARZ,1715
KOSEK,1715
KWAPISZ,1715
BORAWSKA,1714
KLIMCZYK,1713
SKOTNICKA,1713
CHORNA,1712
POKORA,1712
OPALIŃSKA,1711
PIECHOWSKA,1711
ŻABIŃSKA,1711
LEJA,1709
DANILUK,1708
SOBALA,1708
KLYMENKO,1707
STASIUK,1706
POPIEL,1703
SZEWCZAK,1702
ISKRA,1701
MICKIEWICZ,1700
BIŃKOWSKA,1699
ZDANOWSKA,1699
ROMAŃCZUK,1698
PIETRUCHA,1697
ĆWIKŁA,1696
PIKUŁA,1695
OBARA,1694
CHRZĄSZCZ,1692
SCHULZ,1692
SOŁTYSIK,1692
PUSTELNIK,1691
KOŚMIDER,1689
SAMSEL,1689
SIEŃKO,1689
STEFANOWSKA,1689
WANAT,1689
JASEK,1687
WALASZCZYK,1687
KALICKA,1686
PLISZKA,1685
BASIŃSKA,1684
ŁADA,1684
TABAKA,1684
WIATROWSKA,1683
GŁUSZEK,1682
GAWRYŚ,1680
LENARTOWICZ,1680
ŁUKASZCZYK,1679
BROŻYNA,1678
JUREWICZ,1678
BĄCZKOWSKA,1677
SOLARZ,1677
GOŁDA,1675
MOŚCICKA,1675
MARCINEK,1674
TERLECKA,1673
DRAB,1672
WSZOŁEK,1672
CHUDZIŃSKA,1671
BAJER,1670
KUŁAGA,1670
PAWEŁCZYK,1666
SYPNIEWSKA,1665
GRABIŃSKA,1664
KUZMENKO,1664
IDZIKOWSKA,1663
JAWOROWSKA,1662
URBANIK,1662
PASIEKA,1661
KARWAT,1660
MIŁEK,1660
CICHOWSKA,1659
KUFEL,1659
WACHOWICZ,1659
KACPERSKA,1658
SZMIT,1657
BARTOSZ,1656
FICEK,1656
OCHMAN,1655
WOŹNY,1655
PIELA,1654
RUTA,1654
MIAZGA,1652
PONIATOWSKA,1651
CHMIELECKA,1650
CZERNIAWSKA,1650
KUR,1650
MICHALEC,1649
PIWKO,1649
MATYSEK,1647
PAVLIUK,1647
CIEŚLAR,1646
ROSTKOWSKA,1645
SZYDŁO,1645
ORLIŃSKA,1644
SZCZĘŚNIAK,1641
ZDUŃCZYK,1641
OLEJARZ,1640
BONIECKA,1639
SZYMBORSKA,1639
KOSAKOWSKA,1638
ŁASKA,1637
SAŁATA,1637
ZIOBRO,1637
KUKUŁA,1636
MACIAK,1636
LECHOWICZ,1635
POLAKOWSKA,1634
KIERZKOWSKA,1633
NARLOCH,1633
DOMARADZKA,1632
PARZYCH,1630
GWIZDAŁA,1628
KOWALKOWSKA,1628
LIGĘZA,1628
MRUK,1627
BŁASIAK,1625
PALKA,1623
WARDA,1623
STEFANOWICZ,1622
CHĘCIŃSKA,1621
RYSZKA,1621
BIL,1620
GRUSZECKA,1618
KLEPACKA,1618
MAKSYMIUK,1618
KORYCKA,1616
PETROVA,1616
SARNECKA,1614
KOPIEC,1613
SASIN,1613
KUŹNIK,1611
PRUSAK,1611
SAŁEK,1611
MAJCHROWSKA,1608
WAWER,1608
KASPRZYCKA,1607
JURASZEK,1605
JURGA,1605
KAIM,1605
OKOŃSKA,1605
SAK,1605
STASIK,1603
BĘBENEK,1602
ORLIK,1601
JAGIEŁA,1600
JASIK,1600
KOVALOVA,1600
KRYŃSKA,1600
JABŁONOWSKA,1598
CICHECKA,1596
KLESZCZ,1596
PORADA,1595
KACPRZYK,1594
LEWKOWICZ,1594
MIERNIK,1594
GŁODEK,1592
GAWIN,1590
ŁAKOMA,1590
MYŚLIŃSKA,1589
BABIŃSKA,1588
PONOMARENKO,1588
BIAŁY,1586
ROJEWSKA,1585
SADKOWSKA,1584
BORZĘCKA,1583
JÓZEFIAK,1582
GÓRNIK,1581
PIETRASIK,1580
BAŃKA,1579
ŁOZIŃSKA,1578
TYSZKIEWICZ,1578
SABAT,1577
CIESZYŃSKA,1576
KARBOWIAK,1576
POLOCZEK,1576
SZYMURA,1575
KOTECKA,1574
BARTOSZEWSKA,1573
IGNASIAK,1571
RICHTER,1571
NIEDBAŁA,1570
PEPLIŃSKA,1568
DRAGAN,1567
RODZIEWICZ,1567
ZARZECKA,1567
POGODA,1566
ŚWINIARSKA,1566
TAŃSKA,1566
DUTKA,1565
LANGNER,1564
KUSTRA,1563
CZERNECKA,1562
KONKOL,1562
GIEMZA,1561
STEFAŃCZYK,1561
BARNAŚ,1559
KOPERSKA,1559
MUSIELAK,1559
KUSHNIR,1558
MANIA,1558
ULATOWSKA,1558
WOJTAŚ,1557
JASZCZUK,1556
BALCER,1554
JARZĄB,1554
KUŚMIERCZYK,1554
PALIWODA,1554
STRZYŻEWSKA,1554
BOCZKOWSKA,1553
SÓJKA,1553
TOCZEK,1553
CHUDA,1552
CZERNIK,1552
MATKOWSKA,1552
GRALAK,1551
BUDNA,1550
KANTOR,1550
SPYRA,1550
MOCZULSKA,1549
PRZYBOROWSKA,1549
PRZYTUŁA,1548
KACZMARZYK,1546
KĄDZIELA,1546
WIKTOROWICZ,1546
PAWLUK,1545
PIETKIEWICZ,1545
ANDRUSZKIEWICZ,1544
BRYL,1544
WILCZAK,1544
CZOP,1543
GRAD,1543
ŁĘCKA,1542
ŻYDEK,1542
KOSECKA,1541
KOCOT,1538
SUSZEK,1538
SKOCZEŃ,1537
SUDER,1535
TARGOSZ,1535
BRZÓSKA,1534
DYRDA,1534
PIETRUSZEWSKA,1534
WEGNER,1534
KĄDZIOŁKA,1533
SADŁOWSKA,1533
JAGŁA,1532
NAPORA,1532
WRONKA,1532
MICHNA,1530
GRALA,1529
STAROSTA,1528
CZARNIK,1527
SOBIECKA,1526
BYKOWSKA,1525
LEVCHENKO,1525
MLECZKO,1525
WINIARCZYK,1525
GŁUCH,1524
KŁAK,1524
NIKIEL,1524
CHYŁA,1523
ANTOSIK,1522
SZYSZKO,1521
TYSZKA,1521
KOSTIUK,1520
STAŚKIEWICZ,1520
SUKIENNIK,1520
PIETRASZEK,1518
WENTA,1518
DEJA,1517
RZEPA,1516
CHMIELOWIEC,1512
DUDKA,1512
WŁODARCZAK,1512
KONIK,1511
PAWELCZYK,1509
WALA,1509
ZĄBEK,1509
BATKO,1507
BRZOSTEK,1507
TĘCZA,1507
BOMBA,1506
RAPACZ,1506
FEDOROWICZ,1505
DZIUBEK,1504
KLOCEK,1503
LIPOWSKA,1503
MRÓWKA,1503
HUK,1502
DMOCHOWSKA,1499
KRUPSKA,1499
SULIMA,1499
GOŁAWSKA,1498
MACHAJ,1498
NOWOSAD,1498
ŚWIDEREK,1498
KALEMBA,1497
ŻÓŁTOWSKA,1497
FILIPKOWSKA,1495
KISZKA,1495
GĘBALA,1494
KRYNICKA,1493
KUŚMIERZ,1493
GINTER,1492
KUBIŃSKA,1491
MĄCZYŃSKA,1490
ORLIKOWSKA,1490
STARZYK,1489
VASYLENKO,1489
PASZKO,1488
ŚWISTAK,1488
RAFALSKA,1487
BAŁA,1486
BOCZEK,1486
ŻYWICKA,1486
JEDLIŃSKA,1484
KRZYWICKA,1484
JARZYNA,1483
WASILUK,1483
PACHOLSKA,1481
REGULSKA,1478
FIRLEJ,1477
MARCHUK,1477
KOCIK,1476
SCHNEIDER,1476
CISOWSKA,1475
GOŹDZIK,1475
JANCZEWSKA,1475
PYTLIK,1475
TARNAWSKA,1475
KRYSZTOFIAK,1474
DOMIN,1473
KARBOWNIK,1473
BOROWIK,1472
BUTKIEWICZ,1471
CHROSTOWSKA,1471
CZECHOWICZ,1471
WOJTALA,1471
HUMENIUK,1470
JAŃCZAK,1470
WOLF,1470
GRĄDZKA,1469
GRZESZCZAK,1469
MNICH,1469
DMOWSKA,1466
SZMIGIEL,1466
FISZER,1465
MALCZYK,1465
WASZCZUK,1464
RAWSKA,1463
STEPANIUK,1462
SZERSZEŃ,1461
WIERZBA,1461
PIEKUT,1460
SUWAŁA,1460
GALANT,1459
TALAGA,1459
SŁOMSKA,1457
STEFANIUK,1457
ŻELAZNA,1457
SZABLEWSKA,1456
KORCZ,1455
KRZYŻAK,1454
ŁAGOWSKA,1452
MŁYŃSKA,1452
NOWIK,1452
SARZYŃSKA,1452
ZYŚK,1452
GRZEGOREK,1451
JOPEK,1451
KOTWICA,1450
OLKOWSKA,1450
ZWIERZYŃSKA,1450
BĘDKOWSKA,1449
JAŻDŻEWSKA,1449
PRZYWARA,1449
TYCZYŃSKA,1449
PABIAN,1448
SYDORENKO,1448
BARSKA,1447
KACZKOWSKA,1447
SKWARA,1447
WASIK,1447
CHODOROWSKA,1446
GÓŹDŹ,1446
KWIDZIŃSKA,1446
BAJOREK,1445
KOCIOŁEK,1445
WĄTROBA,1445
OSIAK,1444
PŁOTKA,1444
GODEK,1443
ROKOSZ,1443
SIWIK,1443
PIÓRO,1442
PŁAZA,1442
BLICHARZ,1441
DEREŃ,1441
KUŁAK,1441
GRONOWSKA,1438
WIĘCŁAW,1437
BOLEK,1436
BARTKIEWICZ,1435
MACHURA,1435
SOBECKA,1435
KRAVETS,1432
KURPIEWSKA,1429
KULYK,1428
PUDŁO,1428
SOKALSKA,1428
CHRZAN,1426
GŁÓD,1426
GÓRNICKA,1426
MALIŃSKA,1426
CIECHANOWSKA,1425
CIOSEK,1425
KMIECIAK,1425
PAKULSKA,1425
CHMIELOWSKA,1424
CZARKOWSKA,1424
KARPENKO,1424
PODOLAK,1424
GOŁDYN,1423
PAŁASZ,1422
KASZA,1420
KRAWCZAK,1420
KRZYWDA,1419
SAKOWICZ,1419
JARZYŃSKA,1418
MISZCZUK,1418
BRZOZA,1417
KONIOR,1417
STRUZIK,1417
RUSAK,1416
CEGIELSKA,1415
DANIELEWICZ,1415
MATUSZCZYK,1415
KOTAS,1414
BURA,1413
RUDA,1412
SKOCZEK,1411
ZHUK,1411
KHARCHENKO,1410
KOCHAN,1410
LANGER,1409
LESIŃSKA,1409
ROMANOWICZ,1408
KUKIEŁKA,1407
KURZEJA,1406
MIOTK,1406
SZCZEPKOWSKA,1406
SMAGA,1404
JĘDRZEJAK,1403
KIJEWSKA,1403
LUBAŃSKA,1403
CIEPLIŃSKA,1402
MAKOWIECKA,1400
BARTOS,1399
JURA,1399
MAGDZIARZ,1398
MIŁKOWSKA,1398
GORZKOWSKA,1397
BIAŁOWĄS,1396
RUSIECKA,1396
KULAK,1395
KMITA,1394
KUCZKOWSKA,1394
RADZIK,1394
VOLKOVA,1394
WALTER,1394
PTASZEK,1393
LIPA,1392
MIELNICZUK,1392
AUGUSTYNOWICZ,1388
KARP,1388
ZAŁUSKA,1388
IDZIAK,1387
KAPAŁA,1387
KRASNODĘBSKA,1387
BOROWA,1386
CZEKAŁA,1386
WOŁOWIEC,1385
KĘSKA,1384
MICHNIEWICZ,1384
ŻUROWSKA,1384
STYŚ,1383
KOSICKA,1381
MIŁOSZ,1381
RZESZUTEK,1379
KRET,1378
LISIAK,1377
SKARŻYŃSKA,1377
SULEJ,1377
ŚMIETANA,1377
BARYŁA,1375
JUSZKIEWICZ,1375
GRAJEWSKA,1373
WEISS,1373
ŁUKASZUK,1372
MIGDAŁ,1372
ŚMIAŁEK,1372
DRĄŻEK,1371
ZAWIERUCHA,1371
KIEDROWSKA,1370
BRZEZICKA,1369
BURAK,1368
KRAUS,1368
LIBERA,1368
STOLAREK,1368
KIM,1367
SZCZECIŃSKA,1367
KRYSIŃSKA,1366
ZANIEWSKA,1366
LYTVYNENKO,1365
PSZCZÓŁKOWSKA,1365
GUCWA,1364
KONDRATIUK,1364
DZIADOSZ,1361
KONIECZKA,1361
NIEWĘGŁOWSKA,1361
SKRZYNIARZ,1361
JELIŃSKA,1360
KARCZMARCZYK,1360
WĄDOŁOWSKA,1360
LEHMANN,1359
MARCZYŃSKA,1359
FIJOŁEK,1358
JAKUBEK,1358
WIEWIÓRA,1358
JAMROZIK,1357
ŁOJEK,1357
FRANCZYK,1356
KROPIDŁOWSKA,1356
KASZUBOWSKA,1355
SAWA,1355
GNIADEK,1354
PROKOPOWICZ,1354
ŻABA,1354
HAWRYLUK,1353
KUMOR,1353
PAŁYS,1353
WOJTKIEWICZ,1353
PANCHENKO,1352
KOLIŃSKA,1351
MRÓWCZYŃSKA,1351
OBRĘBSKA,1351
BUCZAK,1350
LATOS,1350
CZERSKA,1348
JAREK,1348
CZEKALSKA,1347
GĘBSKA,1347
NGUYỄN,1347
SIELSKA,1346
ZIÓŁEK,1346
KOCOŃ,1345
STĘPIŃSKA,1345
TARCZYŃSKA,1345
ŻĄDŁO,1345
TYBURSKA,1344
PERZ,1343
WALKOWSKA,1343
PRZYBYŁOWSKA,1342
SZAŁKOWSKA,1342
CHABOWSKA,1341
STRÓŻYK,1341
BRYŚ,1339
PTASIŃSKA,1338
WALCZUK,1338
GOLIK,1337
ZAMOJSKA,1337
BŁOCH,1336
JAROSZEWICZ,1336
MAŁKIEWICZ,1336
NIEDŹWIEDZKA,1336
SIEKIERSKA,1336
SZREDER,1336
CIECIERSKA,1335
GROMADZKA,1335
KOBIAŁKA,1335
WOJTAL,1335
BORUTA,1334
PALUSZKIEWICZ,1334
RAJEWSKA,1334
RĘBISZ,1334
SOBIESKA,1334
BACH,1333
GACA,1333
RADZIEJEWSKA,1333
MARSZAŁ,1332
MICHTA,1331
NIEWIŃSKA,1331
DOLECKA,1330
MOŻDŻEŃ,1330
GAIK,1328
NĘDZA,1327
BUJNOWSKA,1325
KONARZEWSKA,1325
BACZEWSKA,1324
DZIUBIŃSKA,1324
KRYCZKA,1324
SKAWIŃSKA,1324
STANIK,1324
ARCISZEWSKA,1323
PADUCH,1323
DOBEK,1322
GĘBKA,1322
GALUS,1321
GRUBA,1321
SMOLAK,1321
BAZAN,1320
KULCZYŃSKA,1320
RYDZ,1320
SOSZYŃSKA,1319
SZYMKIEWICZ,1319
BŁAŻEJCZYK,1318
GAPIŃSKA,1318
STARZEC,1318
KWAŚNA,1316
BISKUPSKA,1315
KARASIEWICZ,1315
KURZYŃSKA,1315
OCZKOWSKA,1315
ŚMIGIEL,1315
DOROSZ,1314
MADEJA,1313
FRYC,1311
KOŁTUN,1311
BARTYZEL,1309
KASPERCZYK,1309
LENKIEWICZ,1308
BRZYSKA,1307
JANOTA,1307
KABAT,1307
BRZÓZKA,1306
TKACH,1306
KOTULA,1305
LAZAR,1305
JAWOREK,1304
SZYMONIAK,1304
ŚWIĘTEK,1304
FIC,1303
PASTUSZAK,1303
ROGACKA,1303
WALEWSKA,1303
MAŚLAK,1302
MEYER,1302
REKOWSKA,1302
WOJCIESZAK,1302
GAŁEK,1301
OCHOCKA,1300
STRZAŁKA,1300
MIGAS,1298
RYCHTER,1298
KURDZIEL,1297
RYGIELSKA,1297
SOLIŃSKA,1297
WOCH,1297
ADAMOWSKA,1296
GOŚCINIAK,1296
WENCEL,1296
BABICZ,1295
GALA,1294
RUTKA,1293
SKÓRSKA,1291
HOPPE,1289
PRUSZYŃSKA,1289
TKOCZ,1289
WOŹNICZKA,1289
WYKA,1289
BŁASZKOWSKA,1288
POMORSKA,1288
JASZCZAK,1287
FALKIEWICZ,1286
JAROSZEK,1286
ŁUPIŃSKA,1286
SIEK,1286
WALASZEK,1286
JANECZKO,1285
REK,1285
BAKALARZ,1284
IDZIK,1284
KOTLIŃSKA,1284
DĘBEK,1283
PAŁCZYŃSKA,1283
KOTŁOWSKA,1282
NOGAJ,1282
SŁUPSKA,1282
STACHYRA,1282
FOJCIK,1281
KŁYS,1281
WRZESZCZ,1281
BONK,1280
DIACHENKO,1280
MIKRUT,1280
ŻYŁKA,1280
GAŁKOWSKA,1279
VOLOSHYNA,1279
MARCHLEWSKA,1278
PELCZAR,1277
SADŁO,1276
ZIEMIŃSKA,1275
BUJALSKA,1274
CYBULA,1274
DRZYMAŁA,1274
DZWONKOWSKA,1274
NOVIKOVA,1274
RADWAN,1273
ANTONOWICZ,1272
STANIEK,1272
BERGER,1271
LIZAK,1271
SŁOMA,1271
KARDAS,1270
WĄCHAŁA,1269
GRZANKA,1268
OLSZÓWKA,1268
BRZOSTOWSKA,1267
FĄFARA,1267
FIEDOROWICZ,1266
OPAŁKA,1266
RADOŃ,1266
ROSÓŁ,1266
GARBOWSKA,1265
NAWARA,1265
KLIMKOWSKA,1264
SIECZKA,1264
BAJ,1263
BIGOS,1263
BILOUS,1263
KONEFAŁ,1263
WOŁEK,1263
ŻYGADŁO,1262
KRAMARZ,1261
ZABORSKA,1261
CZARNIECKA,1260
KUPKA,1260
PALACZ,1260
KHOMENKO,1258
MATUŁA,1258
DOMBROWSKA,1257
PACYNA,1257
PAROL,1257
PRZYGODZKA,1257
SURMACZ,1257
MALINA,1256
POTRYKUS,1256
BRODZIŃSKA,1254
FIGURSKA,1254
SZABŁOWSKA,1254
NIZIOŁ,1253
STRĄCZEK,1253
GRZĘDA,1252
KOŹLIK,1252
MURZYN,1252
BIZOŃ,1251
GURGUL,1248
PALA,1248
RAJSKA,1248
GUZY,1247
KOCJAN,1247
SZYDLIK,1247
BANASZCZYK,1246
KUBIŚ,1246
SMOLARCZYK,1246
WIERCIŃSKA,1246
BYCZKOWSKA,1245
SKÓRKA,1245
STOPKA,1245
KALATA,1244
SZYSZKOWSKA,1244
BRODZIAK,1243
CIURA,1243
MAZUROWSKA,1243
MATYSIK,1241
PIECZONKA,1241
GRADOWSKA,1240
MATYS,1240
GREŃ,1239
VOVK,1239
BĄCZYK,1238
JAKUBOWICZ,1238
GŁĘBOCKA,1237
ILNICKA,1237
ZACHARSKA,1237
GRODZICKA,1236
LANGOWSKA,1236
SITKOWSKA,1236
ŚWIERCZEWSKA,1236
ZAPART,1236
CZARNOCKA,1235
KOLESNYK,1235
KUĆ,1235
KAROLEWSKA,1234
PUDEŁKO,1234
WAJS,1234
KUBAT,1233
MARCISZ,1233
KAPŁON,1232
KARPIUK,1231
GARCZYŃSKA,1230
GRZYWA,1230
JARZĘBSKA,1230
TALAREK,1230
GABOR,1228
ŁUNIEWSKA,1228
RACZEK,1227
TRZASKOWSKA,1226
DEMBOWSKA,1225
KLUCZYŃSKA,1225
KOPAŃSKA,1225
STYCZEŃ,1224
CHORĄŻY,1221
CZOPEK,1221
FABER,1221
FURMANEK,1221
